FechaObservacion,ValorObservado
2008-09-22 00:00:00,85.0
2008-09-23 00:00:00,85.0
2008-09-24 00:00:00,75.0
2008-09-25 00:00:00,89.0
2008-09-26 00:00:00,82.0
2008-09-27 00:00:00,86.0
2008-09-28 00:00:00,83.0
2008-09-29 00:00:00,87.0
2008-09-30 00:00:00,88.0
2008-10-01 00:00:00,92.0
2008-10-02 00:00:00,89.0
2008-10-03 00:00:00,89.0
2008-10-04 00:00:00,91.0
2008-10-05 00:00:00,91.0
2008-10-06 00:00:00,90.0
2008-10-07 00:00:00,82.0
2008-10-08 00:00:00,93.0
2008-10-09 00:00:00,83.0
2008-10-10 00:00:00,84.0
2008-10-11 00:00:00,91.0
2008-10-12 00:00:00,83.0
2008-10-13 00:00:00,89.0
2008-10-14 00:00:00,86.0
2008-10-15 00:00:00,86.0
2008-10-16 00:00:00,84.0
2008-10-17 00:00:00,90.0
2008-10-18 00:00:00,82.0
2008-10-19 00:00:00,82.0
2008-10-20 00:00:00,93.0
2008-10-21 00:00:00,77.0
2008-10-22 00:00:00,89.0
2008-10-23 00:00:00,88.0
2008-10-24 00:00:00,82.0
2008-10-25 00:00:00,86.0
2008-10-26 00:00:00,83.0
2008-10-27 00:00:00,83.0
2008-10-28 00:00:00,84.0
2008-10-29 00:00:00,86.0
2008-10-30 00:00:00,86.0
2008-10-31 00:00:00,89.0
2008-11-01 00:00:00,89.0
2008-11-02 00:00:00,93.0
2008-11-03 00:00:00,91.0
2008-11-04 00:00:00,84.0
2008-11-05 00:00:00,90.0
2008-11-06 00:00:00,84.0
2008-11-07 00:00:00,85.0
2008-11-08 00:00:00,87.0
2008-11-09 00:00:00,85.0
2008-11-10 00:00:00,85.0
2008-11-11 00:00:00,84.0
2008-11-12 00:00:00,81.0
2008-11-13 00:00:00,83.0
2008-11-14 00:00:00,86.0
2008-11-15 00:00:00,82.0
2008-11-16 00:00:00,86.0
2008-11-17 00:00:00,84.0
2008-11-18 01:00:00,87.0
2008-11-19 00:00:00,81.0
2008-11-20 00:00:00,82.0
2008-11-21 00:00:00,85.0
2008-11-22 00:00:00,80.0
2008-11-23 00:00:00,82.0
2008-11-24 00:00:00,80.0
2008-11-25 00:00:00,87.0
2008-11-26 00:00:00,94.0
