FechaObservacion;ValorObservado
15/03/2009 0:00;85.0
16/03/2009 0:00;81.0
17/03/2009 0:00;87.0
18/03/2009 0:00;86.0
19/03/2009 0:00;87.0
20/03/2009 0:00;87.0
21/03/2009 0:00;88.0
22/03/2009 0:00;88.0
23/03/2009 0:00;88.0
24/03/2009 0:00;86.0
25/03/2009 0:00;89.0
26/03/2009 0:00;87.0
27/03/2009 0:00;87.0
28/03/2009 0:00;89.0
29/03/2009 19:00;86.0
30/03/2009 0:00;89.0
31/03/2009 17:00;80.0
21/04/2009 8:00;89.0
22/04/2009 0:00;90.0
23/04/2009 0:00;89.0
24/04/2009 0:00;86.0
25/04/2009 0:00;86.0
26/04/2009 0:00;85.0
27/04/2009 0:00;89.0
28/04/2009 0:00;88.0
29/04/2009 0:00;85.0
30/04/2009 0:00;89.0
1/05/2009 0:00;88.0
2/05/2009 0:00;89.0
3/05/2009 0:00;89.0
4/05/2009 0:00;91.0
5/05/2009 0:00;90.0
6/05/2009 0:00;88.0
7/05/2009 0:00;88.0
8/05/2009 0:00;89.0
9/05/2009 0:00;92.0
10/05/2009 0:00;90.0
11/05/2009 0:00;79.0
12/05/2009 0:00;89.0
13/05/2009 0:00;89.0
14/05/2009 0:00;90.0
15/05/2009 0:00;90.0
16/05/2009 0:00;90.0
17/05/2009 0:00;89.0
18/05/2009 0:00;90.0
19/05/2009 0:00;90.0
20/05/2009 0:00;89.0
21/05/2009 0:00;86.0
22/05/2009 0:00;87.0
23/05/2009 0:00;88.0
24/05/2009 0:00;87.0
25/05/2009 0:00;86.0
26/05/2009 0:00;86.0
27/05/2009 0:00;87.0
28/05/2009 0:00;88.0
29/05/2009 0:00;89.0
30/05/2009 0:00;88.0
31/05/2009 0:00;87.0
1/06/2009 0:00;88.0
2/06/2009 0:00;84.0
3/06/2009 0:00;88.0
4/06/2009 0:00;89.0
5/06/2009 0:00;87.0
6/06/2009 0:00;91.0
7/06/2009 0:00;89.0
8/06/2009 0:00;88.0
9/06/2009 0:00;90.0
10/06/2009 0:00;89.0
11/06/2009 0:00;85.0
12/06/2009 0:00;89.0
13/06/2009 0:00;88.0
14/06/2009 0:00;84.0
15/06/2009 11:00;78.0
16/06/2009 0:00;85.0
17/06/2009 0:00;87.0
18/06/2009 0:00;91.0
19/06/2009 0:00;89.0
20/06/2009 0:00;86.0
21/06/2009 0:00;92.0
22/06/2009 0:00;94.0
23/06/2009 0:00;94.0
24/06/2009 0:00;100.0
25/06/2009 0:00;100.0
5/11/2009 0:00;79.0
6/11/2009 0:00;91.0
7/11/2009 2:00;92.0
8/11/2009 0:00;86.0
9/11/2009 1:00;80.0
10/11/2009 0:00;82.0
11/11/2009 0:00;81.0
12/11/2009 0:00;85.0
13/11/2009 0:00;85.0
14/11/2009 0:00;84.0
15/11/2009 0:00;87.0
16/11/2009 1:00;84.0
17/11/2009 0:00;82.0
18/11/2009 0:00;81.0
19/11/2009 0:00;84.0
20/11/2009 2:00;77.0
21/11/2009 7:00;82.0
22/11/2009 0:00;80.0
23/11/2009 0:00;72.0
24/11/2009 0:00;81.0
25/11/2009 7:00;83.0
26/11/2009 0:00;87.0
27/11/2009 9:00;77.0
28/11/2009 0:00;85.0
29/11/2009 9:00;74.0
23/12/2009 19:00;84.0
24/12/2009 0:00;86.0
25/12/2009 0:00;84.0
26/12/2009 0:00;84.0
27/12/2009 10:00;76.0
28/12/2009 0:00;86.0
29/12/2009 0:00;82.0
30/12/2009 0:00;84.0
31/12/2009 0:00;79.0
1/01/2010 0:00;82.0
2/01/2010 0:00;88.0
3/01/2010 0:00;85.0
4/01/2010 0:00;88.0
5/01/2010 0:00;90.0
6/01/2010 0:00;87.0
7/01/2010 0:00;87.0
8/01/2010 0:00;80.0
12/01/2010 9:00;76.0
13/01/2010 8:00;77.0
14/01/2010 0:00;84.0
15/01/2010 0:00;82.0
